coordinate,value2010,value2011,value2012,value2013,value2014,value2015,value2016,value2017,value2018,value2019,value2020,value2021,value2022,value2023,ADM3_1,ADM2_1,distance_to_water,normalized_distance_to_water,distance_to_whole_line
"(np.float64(-12.520080904172781), np.float64(17.007036572160548))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,579.0605406113098,0.27568703719993704,0.3170437203648477
"(np.float64(-12.519463620222165), np.float64(17.006542745000054))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,578.7122121069053,0.27514229690444986,0.3169852821962535
"(np.float64(-12.461685842444387), np.float64(17.016542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,562.3933516304771,0.24962173006728267,0.27270450526429346
"(np.float64(-12.40896979306167), np.float64(16.9267896585803))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,522.8392170688801,0.18776422866737583,0.3202270203606667
"(np.float64(-12.386624114049326), np.float64(16.83666620179018))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,497.4528765868546,0.14806330715031052,0.39173875021080706
"(np.float64(-12.371685842444386), np.float64(17.016542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,535.7204825208383,0.20790884577399538,0.22394375021837115
"(np.float64(-12.36390806466661), np.float64(16.926542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Bou Lahrath,Barkéol,510.0430805218032,0.1677527420516957,0.30035161407051786
"(np.float64(-12.319463620222164), np.float64(16.836542745000056))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,479.669855115864,0.12025298371058663,0.3630708949813599
"(np.float64(-12.2985994226913), np.float64(17.008764967222273))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,514.629068216797,0.1749246279596346,0.19948928933532892
"(np.float64(-12.29390806466661), np.float64(16.837653856111167))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,473.7310756103476,0.11096550806112862,0.3463925191088347
"(np.float64(-12.281685842444386), np.float64(17.016542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,512.8866796440454,0.17219975975627858,0.1866338929719948
"(np.float64(-12.273908064666609), np.float64(16.926542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,487.63210993358996,0.13270491051906977,0.26238857461543846
"(np.float64(-12.273908064666607), np.float64(16.928024226481536))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,487.9765978988894,0.13324364471290168,0.2610225244714421
"(np.float64(-12.229463620222164), np.float64(16.836542745000056))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,459.67540159884254,0.08898426932389043,0.30076153708100256
"(np.float64(-12.191685842444388), np.float64(17.016542745000052))",10,10,10,10,10,10,10,10,10,16,16,16,10,10,Oudeiy Jrid,Guerou,494.839606747003,0.14397649436654913,0.15159087398589163
"(np.float64(-12.183908064666609), np.float64(16.926542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,469.95374755991054,0.10505826024095577,0.20518263856483182
"(np.float64(-12.179463620222165), np.float64(16.83876496722228))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,451.08515927358746,0.07555025205743984,0.2678248074455548
"(np.float64(-12.160574731333275), np.float64(16.929135337592648))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,466.82653965859106,0.10016771544007215,0.1862590958098539
"(np.float64(-12.139463620222164), np.float64(16.836542745000056))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,444.62436708560205,0.06544641673801327,0.24666504955613466
"(np.float64(-12.121685842444386), np.float64(16.676542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Gueller,Barkéol,422.14410254879897,0.030290218518328933,0.3291484769843075
"(np.float64(-12.101685842444386), np.float64(17.016542745000052))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,482.56008264252387,0.12477292215085255,0.08383593837045972
"(np.float64(-12.093908064666609), np.float64(16.926542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,457.755071461268,0.08598112374910066,0.14680690838921068
"(np.float64(-12.088722879481423), np.float64(16.839752621543266))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,438.947551357238,0.05656861822829123,0.21918621768616725
"(np.float64(-12.07390806466661), np.float64(16.677283485740798))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,416.8376638381521,0.02199164129977819,0.28717563918690137
"(np.float64(-12.06971053380241), np.float64(17.115431633888942))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,El Ghaira,Guerou,513.2308227093665,0.17273795457158203,0.004481866934617095
"(np.float64(-12.05501917577772), np.float64(16.757653856111165))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,423.040049369744,0.031691362351840016,0.23476612399281677
"(np.float64(-12.049463620222165), np.float64(16.836542745000056))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,434.71997031521545,0.04995723352417417,0.19584193526126167
"(np.float64(-12.049340163432042), np.float64(16.677900769691412))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,414.66620992526583,0.018595770932623053,0.266222819396452
"(np.float64(-12.047611768370313), np.float64(16.930246448703755))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,454.8982525150565,0.0815134319660998,0.1197946756875434
"(np.float64(-12.044401891827102), np.float64(16.7567896585803))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,422.0887862863736,0.03020371110719883,0.22540231749883247
"(np.float64(-12.031685842444388), np.float64(16.676542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,413.20437200068636,0.016309647308168747,0.25264683874341537
"(np.float64(-12.027735225160436), np.float64(17.116295831419805))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,511.96802789301057,0.1707631083769601,0.03791369824281245
"(np.float64(-12.019463620222165), np.float64(16.758764967222273))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,420.6388197726804,0.02793615281917915,0.2017906676624844
"(np.float64(-12.011685842444386), np.float64(17.016542745000052))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,477.50705932790476,0.11687065352022286,0.026392103738861465
"(np.float64(-12.008722879481422), np.float64(16.51666620179018))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,406.9930396674218,0.006595934626581329,0.35921478805000007
"(np.float64(-12.003908064666609), np.float64(16.926542745000052))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,452.1107471383002,0.07715413755462855,0.09941903434163947
"(np.float64(-12.002796953555498), np.float64(16.756542745000054))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,419.48474351927837,0.026131328260339592,0.1874412778460603
"(np.float64(-11.985019175777719), np.float64(16.759876078333388))",7,7,7,7,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,419.2337605299093,0.025738823638804472,0.16983167085717246
"(np.float64(-11.979463620222164), np.float64(16.67876496722228))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,410.46602401031936,0.01202722862994499,0.21157479309325888
"(np.float64(-11.975389546148088), np.float64(16.840863732654377))",10,16,16,16,16,16,16,16,16,16,16,16,16,16,Oudeiy Jrid,Guerou,432.16619154850935,0.045963457010354355,0.1283133546020645
"(np.float64(-11.971562385654263), np.float64(17.115431633888942))",10,10,10,10,10,10,10,10,10,16,16,10,10,10,,,511.7407991766332,0.1704077523365056,0.07807853690102351
"(np.float64(-11.966500657259202), np.float64(16.759505707963015))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.68971822665,0.024888012518589818,0.15321096813218074
"(np.float64(-11.96501917577772), np.float64(16.757653856111165))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.41372243568907,0.02445639114158444,0.15273006989857923
"(np.float64(-11.957735225160436), np.float64(16.760493362284002))",7,7,7,7,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.6689381115913,0.024855515132145123,0.14495884004791007
"(np.float64(-11.95390806466661), np.float64(16.760987189444496))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.68972131480405,0.024888017348059534,0.14134768461148406
"(np.float64(-11.953414237506115), np.float64(16.758641510432152))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,418.3685075666605,0.02438568099066775,0.1420422855812704
"(np.float64(-11.941685842444388), np.float64(16.676542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,409.3008011438361,0.01020497222379242,0.1884731555235184
"(np.float64(-11.929463620222165), np.float64(16.846542745000058))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Oudeiy Jrid,Guerou,433.5085237069198,0.04806268922181148,0.08400607530581267
"(np.float64(-11.928352509111052), np.float64(16.516542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,402.98939361714844,0.0003347550077011603,0.3267259668069152
"(np.float64(-11.921685842444386), np.float64(17.016542745000052))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,478.6864573818407,0.11871507806852837,0.022472143831440073
"(np.float64(-11.91390806466661), np.float64(16.926542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,452.86481557659414,0.07833340212442347,0.03341399284584598
"(np.float64(-11.912920410345622), np.float64(16.93148101660499))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,454.20727335032086,0.08043283078183217,0.030076772270760974
"(np.float64(-11.912796953555498), np.float64(16.756542745000054))",10,16,16,16,16,16,16,16,16,16,16,16,16,16,Oudeiy Jrid,Guerou,418.165642742937,0.02406842689684026,0.10976429184986336
"(np.float64(-11.89501917577772), np.float64(16.59209830055561))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,403.72846174337104,0.001490561048185932,0.24478550387872294
"(np.float64(-11.887735225160437), np.float64(16.679752621543262))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,409.7583664416985,0.01092054459989877,0.15923990818450928
"(np.float64(-11.882920410345621), np.float64(16.426913115370425))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.4270468804575,0.0025830569800078204,0.402842188634308
"(np.float64(-11.880574731333274), np.float64(16.761851386975362))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,419.907078988184,0.026791805784335942,0.0835666153161143
"(np.float64(-11.877488311580187), np.float64(16.762345214135856))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,420.1151552580003,0.0271172098993319,0.08131482978188814
"(np.float64(-11.867241397999942), np.float64(17.114814349938325))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,516.2923605318216,0.17752579994444603,0.13136295162587322
"(np.float64(-11.866130286888831), np.float64(16.598764967222277))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.38232051369044,0.00251311078283852,0.23175165075999032
"(np.float64(-11.863167323925866), np.float64(16.68036990549388))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,410.4771264650421,0.0120445914193516,0.15137004448205346
"(np.float64(-11.863043867135744), np.float64(16.841974843765488))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Guerou,Guerou,435.38008040776697,0.0509895595104882,0.02508925109767767
"(np.float64(-11.860574731333275), np.float64(16.59320941166672))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.2488004681581,0.0023043028669284646,0.23619333092220135
"(np.float64(-11.851685842444386), np.float64(16.676542745000052))",7,7,7,7,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,410.537869712541,0.012139585926470646,0.1526572228539699
"(np.float64(-11.846994484419696), np.float64(16.426542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.2676937714568,0.0023338495261639772,0.384778481362192
"(np.float64(-11.841685842444386), np.float64(16.5909871894445))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.66425741450826,0.00295402327985863,0.2359387263791976
"(np.float64(-11.841685842444386), np.float64(17.11432052277783))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,518.0708255565082,0.18030708700769651,0.14850786417033532
"(np.float64(-11.839463620222165), np.float64(16.846542745000058))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Guerou,Guerou,437.93487377797635,0.054984922731698284,0.0016728537786674632
"(np.float64(-11.838352509111054), np.float64(16.516542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,402.7753380164513,0.0,0.30348121855248045
"(np.float64(-11.838352509111054), np.float64(16.680987189444497))",10,16,16,16,16,16,16,16,16,16,16,16,16,16,Oudeiy Jrid,Guerou,411.5857281314483,0.013778299662288156,0.14608275667794085
"(np.float64(-11.83538954614809), np.float64(16.591481016604995))",10,16,16,16,16,16,16,16,16,10,10,10,10,16,Legrane,Kiffa,404.8997776345668,0.0033223461493500908,0.2349622952234462
"(np.float64(-11.834648805407351), np.float64(17.11814768327166))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,520.1164838637101,0.18350622947419168,0.15611637098187034
"(np.float64(-11.833661151086362), np.float64(16.590122991913635))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.89720235737514,0.003318318752106915,0.23621450021566867
"(np.float64(-11.831685842444386), np.float64(17.016542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,484.6039204706083,0.12796921762572966,0.08522671676683684
"(np.float64(-11.828352509111053), np.float64(16.594320522777835))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,405.30124320711695,0.003950185880677329,0.23178165303635043
"(np.float64(-11.82390806466661), np.float64(16.926542745000052))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Kamour,Guerou,458.62202926970355,0.0873369325524875,0.04245524650067862
"(np.float64(-11.822796953555496), np.float64(16.756542745000054))",10,10,10,16,16,16,10,16,16,10,10,10,10,10,Oudeiy Jrid,Guerou,422.38269926242543,0.03066335262202619,0.06946433044304194
"(np.float64(-11.81995744738266), np.float64(17.111110646234618))",10,16,16,16,16,16,16,16,16,16,16,16,10,10,Nouamlein,Kiffa,518.7604006901597,0.18138549247068955,0.16105245534702237
"(np.float64(-11.818352509111053), np.float64(16.597653856111165))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,405.8944650212831,0.004877907333995778,0.2242511002476771
"(np.float64(-11.80501917577772), np.float64(16.59209830055561))",10,10,16,16,16,16,16,16,16,16,10,10,10,10,Legrane,Kiffa,406.23099613078654,0.005404198044384155,0.22212523026588718
"(np.float64(-11.804895718987597), np.float64(16.514443979567954))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,403.7783908518095,0.0015686436539453313,0.2876283620191543
"(np.float64(-11.803414237506114), np.float64(16.518271140061785))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,403.88330673573614,0.0017327183962901236,0.2835751999052206
"(np.float64(-11.799463620222165), np.float64(16.675431633888945))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,413.27983315278715,0.01642765869619302,0.15009080629619184
"(np.float64(-11.791192015283892), np.float64(16.753826695617338))",7,7,7,10,16,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,424.4078227039782,0.033830381240128146,0.07208715583676452
"(np.float64(-11.789710533802412), np.float64(16.67456743635808))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,413.8682494361004,0.017347864926772965,0.14458533828064965
"(np.float64(-11.788352509111053), np.float64(16.51543163388894))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.50976793229137,0.002712421903203046,0.27845810075867067
"(np.float64(-11.788352509111053), np.float64(16.75432052277783))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,424.72760233880086,0.034330474831555394,0.07145841968952679
"(np.float64(-11.787241397999942), np.float64(16.67320941166672))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Oudeiy Jrid,Guerou,413.9000792893327,0.017397642660825254,0.14417083014039803
"(np.float64(-11.780574731333274), np.float64(16.515925461049434))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.9022524157861,0.0033262163840154044,0.27413054597027897
"(np.float64(-11.779463620222163), np.float64(16.513209411666722))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,404.92105330043785,0.003355618512555301,0.27594867397443346
"(np.float64(-11.77822905232093), np.float64(16.932715584506226))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,464.8172457877611,0.0970254422035251,0.08610191214625734
"(np.float64(-11.776130286888831), np.float64(16.598764967222277))",10,10,10,10,16,10,10,16,16,10,10,10,10,10,Legrane,Kiffa,408.32428542271026,0.00867782915123939,0.20053647616713605
"(np.float64(-11.770574731333275), np.float64(16.59320941166672))",10,10,10,10,16,16,16,16,16,16,16,16,16,16,Legrane,Kiffa,408.35469415313923,0.008725384434800212,0.20230269520816427
"(np.float64(-11.769463620222163), np.float64(16.596542745000058))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,408.632528483356,0.009159881047121786,0.19887362213451132
"(np.float64(-11.763908064666609), np.float64(16.519876078333386))",10,10,7,7,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,405.89285359093805,0.004875387267359748,0.2627381143850807
"(np.float64(-11.761932756024635), np.float64(16.59419706598771))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,409.01166947343444,0.009752808046649904,0.19708749580626458
"(np.float64(-11.761685842444386), np.float64(16.676542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,416.2884083238092,0.02113267739817998,0.12745630090898058
"(np.float64(-11.756994484419694), np.float64(17.012345214135856))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,491.07462099556477,0.13808854829032943,0.14536336135476938
"(np.float64(-11.755142632567845), np.float64(16.22456743635808))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,423.7321478456474,0.032773713992612155,0.5064867214966743
"(np.float64(-11.75501917577772), np.float64(16.426542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,406.8757207315975,0.006412463130682816,0.3413052625559232
"(np.float64(-11.751932756024633), np.float64(16.59567854746919))",10,7,7,7,7,7,10,10,10,10,10,10,10,10,Legrane,Kiffa,409.8390303971493,0.011046692492970472,0.19077969786813273
"(np.float64(-11.751685842444388), np.float64(16.5909871894445))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,409.56378445644754,0.010616243783853486,0.19471103269933626
"(np.float64(-11.749463620222164), np.float64(16.846542745000058))",16,16,16,16,16,16,10,16,16,16,16,10,10,16,Kamour,Guerou,446.3800361611195,0.06819205391350175,0.022391331524098265
"(np.float64(-11.748352509111054), np.float64(16.516542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,406.80509755295753,0.0063020177013994785,0.25819852529250453
"(np.float64(-11.748352509111053), np.float64(16.67432052277783))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Legrane,Kiffa,417.19648957924545,0.02255279790269767,0.12235484386228372
"(np.float64(-11.74613028688883), np.float64(16.51111064623462))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,406.8551973343963,0.006380367217444537,0.26198628633055404
"(np.float64(-11.74427843503698), np.float64(16.676172374629683))",7,7,10,10,16,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,417.7803798838075,0.023465926093521616,0.11861791842657338
"(np.float64(-11.741685842444387), np.float64(17.016542745000052))",7,7,7,7,7,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,494.3116727560082,0.143150874543262,0.1607061444215384
"(np.float64(-11.739463620222164), np.float64(16.514320522777833))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,407.3671312355705,0.007180964989574558,0.25613369311703416
"(np.float64(-11.735513002938212), np.float64(16.59851805364203))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,411.33214746544525,0.013381732613706999,0.18007065986542234
"(np.float64(-11.73427843503698), np.float64(17.107283485740794))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,526.7618291979372,0.19389868181503803,0.2181199194871173
"(np.float64(-11.73390806466661), np.float64(17.110987189444497))",16,16,16,16,16,16,16,16,16,16,16,16,16,16,Nouamlein,Kiffa,528.1801344590549,0.1961167260384164,0.220837940533512
"(np.float64(-11.733908064666608), np.float64(16.926542745000052))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,468.30023507742845,0.1024723826371716,0.10259249755516557
"(np.float64(-11.73292041034562), np.float64(17.11432052277783))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,529.5450259962341,0.19825123817242116,0.2237947723648333
"(np.float64(-11.732796953555498), np.float64(16.756542745000054))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,430.45294757887433,0.04328416716051467,0.045104853138241634
"(np.float64(-11.731315472074016), np.float64(16.519135337592648))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,408.05521982575414,0.008257045692699519,0.24828300844079457
"(np.float64(-11.730574731333276), np.float64(16.512098300555607))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,407.95868324118294,0.008106075080361744,0.25438231123820215
"(np.float64(-11.728352509111053), np.float64(16.597653856111165))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,411.87757863494545,0.01423471573936155,0.17733065489105237
"(np.float64(-11.722303126395001), np.float64(16.5125921277161))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,408.5889694486402,0.009091760404848262,0.2502774095058534
"(np.float64(-11.712056212814757), np.float64(16.597283485740796))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,413.31176241239024,0.016477591888828556,0.16997780772274088
"(np.float64(-11.710574731333276), np.float64(16.68209830055561))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,421.8216005195676,0.029785867457541953,0.09528263024285828
"(np.float64(-11.709463620222163), np.float64(16.675431633888945))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,421.11299821659924,0.02867770598634144,0.10048708478699817
"(np.float64(-11.708352509111053), np.float64(16.595431633888943))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,413.527380365818,0.016814790212185397,0.1697760612088118
"(np.float64(-11.706994484419695), np.float64(16.674073609197585))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,421.2085921990987,0.028827202492125784,0.10041976848002111
"(np.float64(-11.705759916518462), np.float64(16.843332868456844))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,450.9003807469614,0.07526128257052955,0.027275878427949266
"(np.float64(-11.701685842444386), np.float64(16.224320522777834))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,425.99597901175633,0.03631405032100946,0.4808123456823003
"(np.float64(-11.698352509111055), np.float64(16.514073609197588))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,410.59162340917646,0.012223649688748131,0.23734645465578147
"(np.float64(-11.698352509111054), np.float64(16.51543163388894))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,410.62612410336624,0.012277604269294402,0.2361436481243415
"(np.float64(-11.697241397999944), np.float64(16.67320941166672))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,422.1551170629919,0.030307443780230387,0.09626382780630865
"(np.float64(-11.694895718987597), np.float64(16.420122991913633))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,411.1131219717995,0.013039205342412305,0.31262648443708774
"(np.float64(-11.690204360962905), np.float64(17.119876078333387))",10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,537.3781049495161,0.21050115079694498,0.26040831415171983
